"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0F9Z0","2019-07-23 03:00:00","3193.000","173.000","2.000","8.700","0.940","695.800","-99.000","0.000","-99.000","-99.000","-99.000","9.000","","8.400",""
"C0G810","2019-07-23 03:00:00","26.000","118.000","0.700","26.600","0.880","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.600",""
"C0U650","2019-07-23 03:00:00","442.000","0.000","0.200","23.700","0.850","959.600","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","23.700",""
"C0D660","2019-07-23 03:00:00","65.000","101.000","1.100","24.700","0.870","999.900","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.600",""
"C0E540","2019-07-23 03:00:00","32.000","0.000","0.000","23.700","0.970","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","23.700",""
"C0W170","2019-07-23 03:00:00","42.000","166.000","1.800","26.200","0.910","1000.900","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","26.200",""
"C0Z150","2019-07-23 03:00:00","27.000","223.000","1.400","25.400","0.910","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.400",""
"C0S840","2019-07-23 03:00:00","22.000","259.000","1.200","24.800","0.970","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","24.800",""
"C0H9A0","2019-07-23 03:00:00","1595.000","271.000","1.000","15.600","0.990","843.400","-99.000","0.000","-99.000","-99.000","-99.000","16.200","","15.600",""
"C0Z300","2019-07-23 03:00:00","182.000","175.000","0.600","23.400","0.980","989.000","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","23.400",""
"C0G730","2019-07-23 03:00:00","27.000","133.000","1.000","25.900","0.950","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.900",""
"C0V730","2019-07-23 03:00:00","33.000","66.000","0.900","26.100","0.970","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.100",""
"C0SA00","2019-07-23 03:00:00","466.000","301.000","1.900","21.700","0.980","956.100","-99.000","0.000","-99.000","-99.000","-99.000","22.400","","21.700",""
"C0S900","2019-07-23 03:00:00","27.000","123.000","1.600","26.200","0.880","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","26.200",""
"C0C480","2019-07-23 03:00:00","105.000","0.000","0.000","25.000","0.900","995.600","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","25.000",""
"C0V720","2019-07-23 03:00:00","15.000","53.000","1.700","26.500","0.950","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","26.500",""
"C0UA60","2019-07-23 03:00:00","566.000","292.000","0.600","22.000","0.980","946.000","-99.000","0.000","-99.000","-99.000","-99.000","22.400","","21.700",""
"C0A980","2019-07-23 03:00:00","11.000","0.000","0.000","24.800","0.950","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","24.800",""
"C0C670","2019-07-23 03:00:00","250.000","172.000","0.900","23.200","0.900","979.800","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","23.200",""
"C0K550","2019-07-23 03:00:00","15.000","210.000","0.400","26.200","0.890","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.000",""
"C0T9F0","2019-07-23 03:00:00","251.000","336.000","0.300","23.500","0.890","980.200","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","23.500",""
"C0D390","2019-07-23 03:00:00","146.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0E430","2019-07-23 03:00:00","258.000","184.000","1.400","22.000","0.960","982.000","-99.000","0.000","-99.000","-99.000","-99.000","22.200","","22.000",""
"C0O990","2019-07-23 03:00:00","18.000","0.000","0.000","25.000","0.990","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","25.000",""
"CM0010","2019-07-23 03:00:00","68.000","0.000","0.200","23.900","-99.000","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","23.900",""
"C0K500","2019-07-23 03:00:00","12.000","110.000","1.000","26.000","0.920","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.000",""
"C0X260","2019-07-23 03:00:00","39.000","117.000","1.100","25.900","0.880","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.700",""
"C0ACA0","2019-07-23 03:00:00","25.000","72.000","0.400","25.700","0.860","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","25.700",""
"C0X180","2019-07-23 03:00:00","62.000","100.000","1.300","24.900","0.990","999.600","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.900",""
"C0F930","2019-07-23 03:00:00","100.000","111.000","0.800","24.800","1.000","995.700","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.700",""
"C0I010","2019-07-23 03:00:00","1562.000","118.000","1.900","16.600","0.850","846.000","-99.000","0.000","-99.000","-99.000","-99.000","17.900","","16.600",""
"C0R190","2019-07-23 03:00:00","32.000","0.000","0.000","24.500","1.000","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.500",""
"C0E420","2019-07-23 03:00:00","19.000","0.000","0.000","24.100","0.880","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","24.100",""
"C0W160","2019-07-23 03:00:00","49.000","249.000","3.900","25.100","0.960","998.500","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","25.100",""
"C0I460","2019-07-23 03:00:00","110.000","171.000","1.300","24.400","0.930","995.500","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","24.400",""
"C0A9F0","2019-07-23 03:00:00","35.000","0.000","0.100","25.300","1.000","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.300",""
"C0F9A0","2019-07-23 03:00:00","425.000","0.000","0.000","23.100","0.890","959.900","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","23.100",""
"C0O950","2019-07-23 03:00:00","4.000","0.000","0.000","26.000","0.960","1005.800","-99.000","3.000","-99.000","-99.000","-99.000","27.700","","26.000",""
"C0M760","2019-07-23 03:00:00","40.000","0.000","0.000","25.500","0.970","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.200",""
"C0AH70","2019-07-23 03:00:00","34.000","257.000","0.900","26.000","0.780","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.800",""
"C0V250","2019-07-23 03:00:00","298.000","7.000","0.500","22.200","0.990","974.900","-99.000","0.000","-99.000","-99.000","-99.000","22.800","","22.200",""
"C0U980","2019-07-23 03:00:00","573.000","189.000","1.100","20.900","1.000","945.700","-99.000","0.000","-99.000","-99.000","-99.000","21.000","","20.800",""
"C0S740","2019-07-23 03:00:00","289.000","202.000","0.600","23.000","0.970","976.700","-99.000","-99.000","-99.000","-99.000","-99.000","24.400","","23.000",""
"C0A940","2019-07-23 03:00:00","49.000","0.000","0.100","23.800","0.960","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","23.800",""
"C0A920","2019-07-23 03:00:00","196.000","170.000","1.000","24.800","0.830","984.900","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","24.800",""
"C0T870","2019-07-23 03:00:00","135.000","0.000","0.000","22.700","0.980","993.200","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","22.700",""
"C0O930","2019-07-23 03:00:00","69.000","61.000","1.200","24.500","1.000","999.700","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.500",""
"C0C460","2019-07-23 03:00:00","482.000","0.000","0.000","22.200","0.870","955.200","-99.000","0.000","-99.000","-99.000","-99.000","22.300","","21.500",""
"C0E520","2019-07-23 03:00:00","320.000","212.000","0.500","21.600","1.000","972.300","-99.000","0.000","-99.000","-99.000","-99.000","22.400","","21.600",""
"C0T9D0","2019-07-23 03:00:00","7.000","0.000","0.200","24.800","0.990","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.600",""
"CM0110","2019-07-23 03:00:00","7.000","177.000","0.400","26.300","0.840","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","26.300",""
"C0S940","2019-07-23 03:00:00","150.000","57.000","0.600","25.500","0.810","990.700","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","24.900",""
"C0X250","2019-07-23 03:00:00","33.000","175.000","0.700","26.700","0.860","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.600",""
"C0K520","2019-07-23 03:00:00","10.000","159.000","1.300","26.400","0.850","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.400",""
"C0Z200","2019-07-23 03:00:00","153.000","225.000","0.500","23.400","0.990","992.100","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","23.400",""
"C0V740","2019-07-23 03:00:00","60.000","2.000","1.800","24.800","0.950","1001.400","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","24.800",""
"C0V790","2019-07-23 03:00:00","410.000","13.000","2.000","22.200","0.960","961.500","-99.000","0.000","-99.000","-99.000","-99.000","22.900","","22.200",""
"C0F0A0","2019-07-23 03:00:00","3587.000","237.000","7.200","8.200","0.760","663.300","-99.000","0.000","13.900","257.000","","8.200","","6.500",""
"C0Z250","2019-07-23 03:00:00","1124.000","285.000","0.700","18.400","0.990","887.400","-99.000","0.000","-99.000","-99.000","-99.000","19.400","","18.400",""
"C0K440","2019-07-23 03:00:00","35.000","76.000","1.000","25.700","0.890","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.700",""
"C0T900","2019-07-23 03:00:00","160.000","0.000","0.000","23.300","0.850","989.000","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","23.300",""
"C0F9V0","2019-07-23 03:00:00","525.000","179.000","1.400","22.500","0.890","950.100","-99.000","0.000","-99.000","-99.000","-99.000","23.000","","22.500",""
"C0UA20","2019-07-23 03:00:00","2619.000","201.000","2.500","10.300","0.990","737.000","-99.000","0.000","-99.000","-99.000","-99.000","10.500","","10.100",""
"C0M850","2019-07-23 03:00:00","695.000","0.000","0.000","20.700","0.990","930.600","-99.000","0.000","-99.000","-99.000","-99.000","21.300","","20.700",""
"C0G790","2019-07-23 03:00:00","27.000","0.000","0.000","25.800","0.950","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.700",""
"C0C620","2019-07-23 03:00:00","19.000","0.000","0.000","24.400","0.960","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","24.400",""
"C0I360","2019-07-23 03:00:00","300.000","88.000","1.300","23.300","0.900","973.400","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","22.800",""
"C0M810","2019-07-23 03:00:00","1354.000","194.000","0.700","17.000","0.980","863.100","-99.000","0.000","-99.000","-99.000","-99.000","17.900","","17.000",""
"C0AC80","2019-07-23 03:00:00","40.000","0.000","0.000","23.700","0.960","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","23.700",""
"CM0140","2019-07-23 03:00:00","26.000","278.000","0.500","26.900","0.760","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","26.600",""
"C0SA20","2019-07-23 03:00:00","857.000","220.000","1.000","21.400","0.910","914.900","-99.000","0.000","-99.000","-99.000","-99.000","21.800","","21.000",""
"C0K490","2019-07-23 03:00:00","91.000","108.000","1.100","24.100","0.940","996.600","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","24.100",""
"C0V820","2019-07-23 03:00:00","441.000","42.000","1.900","22.500","0.890","960.700","-99.000","0.000","-99.000","-99.000","-99.000","22.800","","22.500",""
"C0S810","2019-07-23 03:00:00","65.000","307.000","1.400","24.700","0.920","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","24.200",""
"C0R580","2019-07-23 03:00:00","10.000","119.000","0.400","25.400","1.000","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.400",""
"C0Z330","2019-07-23 03:00:00","488.000","237.000","0.800","22.700","0.890","955.500","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","22.700",""
"C0E590","2019-07-23 03:00:00","40.000","158.000","0.500","23.800","0.990","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","23.800",""
"C0D540","2019-07-23 03:00:00","227.000","0.000","0.000","21.900","0.970","982.800","-99.000","0.000","-99.000","-99.000","-99.000","22.100","","21.800",""
"C0K420","2019-07-23 03:00:00","42.000","93.000","0.900","25.100","0.880","1002.200","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","25.100",""
"C0Z180","2019-07-23 03:00:00","34.000","297.000","0.400","25.800","0.820","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","25.700",""
"C0AD10","2019-07-23 03:00:00","27.000","227.000","0.600","25.900","0.860","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.500",""
"C0M720","2019-07-23 03:00:00","225.000","104.000","1.500","24.400","0.820","981.900","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.200",""
"C0V450","2019-07-23 03:00:00","51.000","35.000","0.600","24.800","0.990","1001.100","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","24.800",""
"C0R280","2019-07-23 03:00:00","242.000","72.000","0.400","23.900","-99.000","980.100","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","23.700",""
"C0E610","2019-07-23 03:00:00","850.000","0.000","0.000","21.100","0.810","915.700","-99.000","0.000","-99.000","-99.000","-99.000","21.200","","20.600",""
"C0V610","2019-07-23 03:00:00","22.000","78.000","1.300","26.300","-99.000","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.200",""
"C0Z310","2019-07-23 03:00:00","59.000","358.000","0.800","25.300","0.990","1002.100","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","25.000",""
"C0S700","2019-07-23 03:00:00","507.000","181.000","1.500","22.400","0.860","953.200","-99.000","0.000","-99.000","-99.000","-99.000","22.800","","22.000",""
"C0T9G0","2019-07-23 03:00:00","605.000","36.000","1.000","22.300","0.990","943.800","-99.000","0.000","-99.000","-99.000","-99.000","23.300","","22.300",""
"C0U520","2019-07-23 03:00:00","517.000","233.000","0.900","21.400","0.990","953.400","-99.000","0.000","-99.000","-99.000","-99.000","22.200","","21.400",""
"C0E750","2019-07-23 03:00:00","62.000","141.000","1.000","24.800","0.880","999.100","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","24.700",""
"C0R400","2019-07-23 03:00:00","15.000","0.000","0.200","24.800","-99.000","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","24.800",""
"C0G660","2019-07-23 03:00:00","27.000","123.000","0.800","25.200","0.940","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.200",""
"C0W140","2019-07-23 03:00:00","21.000","216.000","1.100","25.500","0.940","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","25.400",""
"C0U720","2019-07-23 03:00:00","1260.000","251.000","0.700","19.300","0.980","884.500","-99.000","0.000","-99.000","-99.000","-99.000","20.100","","19.300",""
"C0X150","2019-07-23 03:00:00","18.000","146.000","1.300","26.900","0.980","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.900",""
"C0Z050","2019-07-23 03:00:00","830.000","263.000","0.500","21.100","0.800","919.400","-99.000","0.000","-99.000","-99.000","-99.000","22.100","","20.900",""
"C0I490","2019-07-23 03:00:00","1601.000","177.000","2.200","16.900","0.990","839.700","-99.000","0.000","-99.000","-99.000","-99.000","17.400","","15.800",""
"C0I090","2019-07-23 03:00:00","910.000","190.000","0.300","20.500","0.920","909.200","-99.000","0.000","-99.000","-99.000","-99.000","21.800","","20.100",""
"C0X240","2019-07-23 03:00:00","394.000","0.000","0.200","22.700","0.950","964.100","-99.000","0.000","-99.000","-99.000","-99.000","23.600","","22.500",""
"C0S990","2019-07-23 03:00:00","409.000","0.000","0.200","24.800","0.880","963.200","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.500",""
"C0E850","2019-07-23 03:00:00","104.000","112.000","0.500","22.900","0.950","995.000","-99.000","0.000","-99.000","-99.000","-99.000","23.300","","22.900",""
"C0T9B0","2019-07-23 03:00:00","558.000","226.000","0.600","23.200","0.830","947.900","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","22.500",""
"C0G650","2019-07-23 03:00:00","34.000","0.000","0.000","25.800","0.990","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.800",""
"C0K580","2019-07-23 03:00:00","26.000","86.000","0.300","24.900","0.980","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","24.900",""
"C0X050","2019-07-23 03:00:00","25.000","173.000","1.400","26.300","0.820","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.800",""
"CM0100","2019-07-23 03:00:00","25.000","83.000","2.400","24.200","0.870","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","24.200",""
"C0AC70","2019-07-23 03:00:00","71.000","0.000","0.000","25.200","0.910","999.700","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.200",""
"CM0130","2019-07-23 03:00:00","11.000","134.000","2.400","26.300","0.870","1006.600","-99.000","9.500","-99.000","-99.000","-99.000","28.400","","25.500",""
"C0W110","2019-07-23 03:00:00","16.000","202.000","2.900","22.300","0.850","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","22.900","","22.300",""
"C0X120","2019-07-23 03:00:00","28.000","147.000","1.100","26.200","0.990","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.200",""
"C0R100","2019-07-23 03:00:00","1006.000","296.000","0.800","18.900","0.990","899.600","-99.000","0.000","-99.000","-99.000","-99.000","19.500","","18.900",""
"C0C700","2019-07-23 03:00:00","151.000","151.000","1.000","24.600","0.860","990.900","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","24.600",""
"C0W130","2019-07-23 03:00:00","18.000","161.000","3.000","26.400","0.910","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.900",""
"C0F9R0","2019-07-23 03:00:00","20.000","161.000","0.700","26.100","1.000","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.100",""
"C0G780","2019-07-23 03:00:00","27.000","98.000","1.000","26.800","0.830","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.800",""
"C0C590","2019-07-23 03:00:00","72.000","123.000","1.500","24.700","0.870","998.500","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","24.600",""
"C0I520","2019-07-23 03:00:00","3860.000","-99.000","-99.000","5.000","0.930","641.400","-99.000","-99.000","-99.000","-99.000","-99.000","5.500","","5.000",""
"C0E530","2019-07-23 03:00:00","341.000","239.000","1.100","23.600","0.840","968.900","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","23.600",""
"C0M790","2019-07-23 03:00:00","15.000","90.000","0.700","26.300","0.870","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.300",""
"C0R130","2019-07-23 03:00:00","1040.000","95.000","2.400","21.300","0.790","893.700","-99.000","0.000","-99.000","-99.000","-99.000","21.300","","19.300",""
"C0AH30","2019-07-23 03:00:00","755.000","309.000","1.800","21.600","0.920","924.600","-99.000","0.000","-99.000","-99.000","-99.000","21.900","","21.200",""
"C0X170","2019-07-23 03:00:00","50.000","98.000","1.100","26.300","0.870","1000.900","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.100",""
"C0K291","2019-07-23 03:00:00","8.000","187.000","1.100","26.300","0.900","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.300",""
"C0D480","2019-07-23 03:00:00","223.000","0.000","0.000","22.000","0.990","981.600","-99.000","0.000","-99.000","-99.000","-99.000","22.500","","22.000",""
"C0F0C0","2019-07-23 03:00:00","983.000","0.000","0.100","19.900","0.960","900.800","-99.000","0.000","-99.000","-99.000","-99.000","20.400","","19.800",""
"C0U860","2019-07-23 03:00:00","5.000","0.000","0.000","25.900","0.850","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","25.700",""
"C0UA50","2019-07-23 03:00:00","808.000","288.000","1.800","20.900","0.990","920.500","-99.000","0.000","-99.000","-99.000","-99.000","21.800","","20.900",""
"C0T960","2019-07-23 03:00:00","120.000","0.000","0.000","23.300","0.990","994.900","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","23.300",""
"C0SA80","2019-07-23 03:00:00","136.000","237.000","0.300","23.800","0.930","992.700","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","23.800",""
"C0E780","2019-07-23 03:00:00","160.000","97.000","0.500","24.100","0.900","989.000","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","23.900",""
"C0F9Q0","2019-07-23 03:00:00","149.000","132.000","1.900","24.400","0.920","989.800","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","24.400",""
"C0F9X0","2019-07-23 03:00:00","166.000","189.000","1.500","25.300","0.830","989.100","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.300",""
"C0F0D0","2019-07-23 03:00:00","3171.000","154.000","3.900","9.100","0.900","697.400","-99.000","0.000","-99.000","-99.000","-99.000","9.200","","7.700",""
"C0S730","2019-07-23 03:00:00","110.000","186.000","1.100","26.000","0.940","995.700","-99.000","-99.000","-99.000","-99.000","-99.000","26.600","","26.000",""
"C0T790","2019-07-23 03:00:00","2830.000","360.000","0.800","10.400","0.890","726.700","-99.000","0.000","-99.000","-99.000","-99.000","10.700","","9.600",""
"C0M830","2019-07-23 03:00:00","540.000","55.000","0.300","21.000","0.990","949.400","-99.000","0.000","-99.000","-99.000","-99.000","21.500","","20.900",""
"C0V750","2019-07-23 03:00:00","50.000","68.000","1.500","27.100","1.000","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","27.100",""
"C0K530","2019-07-23 03:00:00","12.000","160.000","0.800","26.500","0.880","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.400",""
"C0G850","2019-07-23 03:00:00","62.000","77.000","1.200","27.000","0.800","999.200","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","26.500",""
"C0M780","2019-07-23 03:00:00","30.000","162.000","0.300","26.100","0.860","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.100",""
"C0V360","2019-07-23 03:00:00","94.000","261.000","0.900","23.400","0.980","996.600","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","23.400",""
"C0K510","2019-07-23 03:00:00","10.000","167.000","0.700","26.400","0.840","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.400",""
"C0R380","2019-07-23 03:00:00","2.000","91.000","0.900","24.100","-99.000","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","24.100",""
"C0D650","2019-07-23 03:00:00","97.000","110.000","1.400","25.500","0.820","996.500","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","25.300",""
"C0V630","2019-07-23 03:00:00","19.000","73.000","0.900","26.200","0.890","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","26.200",""
"C0U910","2019-07-23 03:00:00","17.000","287.000","1.100","26.100","0.850","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.100",""
"C0U600","2019-07-23 03:00:00","10.000","0.000","0.000","25.200","0.910","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.100",""
"C0G820","2019-07-23 03:00:00","29.000","110.000","0.900","25.000","1.000","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","25.000",""
"C0R590","2019-07-23 03:00:00","72.000","52.000","1.200","25.100","0.990","999.100","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","25.100",""
"C0A9E0","2019-07-23 03:00:00","26.000","54.000","0.800","25.800","0.830","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.600",""
"C0R480","2019-07-23 03:00:00","57.000","57.000","0.400","25.000","0.900","1000.800","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","24.900",""
"C0X300","2019-07-23 03:00:00","70.000","67.000","0.600","23.800","0.960","999.000","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","23.800",""
"C0U970","2019-07-23 03:00:00","7.000","290.000","0.900","26.000","0.830","1007.800","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.000",""
"C0M750","2019-07-23 03:00:00","10.000","160.000","1.800","26.400","0.880","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.000",""
"C0I110","2019-07-23 03:00:00","161.000","342.000","0.700","23.500","0.770","989.500","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","23.500",""
"C0V370","2019-07-23 03:00:00","74.000","49.000","0.300","24.200","1.000","999.400","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","24.200",""
"C0C690","2019-07-23 03:00:00","242.000","146.000","0.400","23.500","0.890","979.600","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","23.400",""
"C0A540","2019-07-23 03:00:00","401.000","0.000","0.000","21.100","0.990","959.700","-99.000","0.000","-99.000","-99.000","-99.000","21.900","","21.100",""
"C0H950","2019-07-23 03:00:00","192.000","0.000","0.000","22.700","0.990","986.700","-99.000","0.000","-99.000","-99.000","-99.000","23.400","","22.700",""
"C0R360","2019-07-23 03:00:00","20.000","0.000","0.100","25.500","-99.000","1005.800","-99.000","2.500","-99.000","-99.000","-99.000","25.900","","25.400",""
"C0O960","2019-07-23 03:00:00","112.000","92.000","1.400","25.000","0.900","994.500","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.800",""
"C0AH10","2019-07-23 03:00:00","30.000","132.000","1.600","25.800","0.880","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.800",""
"C0X210","2019-07-23 03:00:00","38.000","95.000","1.300","24.700","0.960","1001.000","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","24.700",""
"C0D430","2019-07-23 03:00:00","87.000","0.000","0.000","22.700","1.000","996.500","-99.000","0.000","-99.000","-99.000","-99.000","23.200","","22.700",""
"C0AD30","2019-07-23 03:00:00","20.000","0.000","0.000","26.100","0.840","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.100",""
"C0R240","2019-07-23 03:00:00","87.000","98.000","0.700","23.900","0.990","997.200","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","23.800",""
"C0U960","2019-07-23 03:00:00","1885.000","0.000","0.000","13.400","0.960","812.000","-99.000","0.000","-99.000","-99.000","-99.000","14.600","","13.300",""
"C0T9E0","2019-07-23 03:00:00","415.000","0.000","0.000","22.400","0.920","963.400","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","22.400",""
"C0D550","2019-07-23 03:00:00","1956.000","0.000","0.000","14.800","0.920","809.200","-99.000","0.000","-99.000","-99.000","-99.000","14.900","","14.400",""
"C0C630","2019-07-23 03:00:00","209.000","167.000","0.800","23.700","0.870","984.100","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","23.700",""
"C0G840","2019-07-23 04:00:00","32.000","0.000","0.000","25.100","0.940","1001.300","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.900",""
"C0S890","2019-07-23 04:00:00","238.000","0.000","0.100","23.000","0.990","984.200","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","22.900",""
"C0T820","2019-07-23 04:00:00","550.000","0.000","0.000","20.900","0.930","951.600","-99.000","0.000","-99.000","-99.000","-99.000","22.800","","20.900",""
"C0F9I0","2019-07-23 04:00:00","194.000","170.000","1.000","24.700","0.860","984.800","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","24.700",""
"C0C650","2019-07-23 04:00:00","208.000","220.000","0.900","23.900","0.850","984.000","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","23.400",""
