"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0F9A0","2019-07-23 00:00:00","425.000","0.000","0.100","23.400","0.860","961.100","-99.000","0.500","-99.000","-99.000","-99.000","30.900","","23.200",""
"C0A9F0","2019-07-23 00:00:00","35.000","0.000","0.000","25.900","1.000","1005.500","-99.000","35.500","-99.000","-99.000","-99.000","34.000","","25.400",""
"C0K490","2019-07-23 00:00:00","91.000","108.000","0.300","24.900","0.940","998.000","-99.000","5.500","-99.000","-99.000","-99.000","31.400","","24.400",""
"C0V820","2019-07-23 00:00:00","441.000","41.000","0.800","22.600","0.960","962.100","-99.000","19.500","-99.000","-99.000","-99.000","31.200","","21.600",""
"C0S810","2019-07-23 00:00:00","65.000","303.000","1.000","24.800","0.900","1004.500","-99.000","11.500","-99.000","-99.000","-99.000","32.000","","23.400",""
"C0R580","2019-07-23 00:00:00","10.000","55.000","0.800","26.700","1.000","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","25.200",""
"C0Z330","2019-07-23 00:00:00","488.000","177.000","0.800","23.500","0.800","956.900","-99.000","1.500","-99.000","-99.000","-99.000","32.600","","22.300",""
"C0E590","2019-07-23 00:00:00","40.000","118.000","1.200","23.800","0.990","1002.900","-99.000","20.000","-99.000","-99.000","-99.000","32.300","","23.800",""
"C0D540","2019-07-23 00:00:00","227.000","0.000","0.000","22.200","0.970","984.200","-99.000","43.500","-99.000","-99.000","-99.000","34.400","","22.200",""
"C0K420","2019-07-23 00:00:00","42.000","176.000","0.400","26.800","0.840","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","25.800",""
"C0Z180","2019-07-23 00:00:00","34.000","272.000","0.300","26.800","0.820","1005.200","-99.000","0.500","-99.000","-99.000","-99.000","31.700","","25.900",""
"C0AD10","2019-07-23 00:00:00","27.000","104.000","0.500","25.700","0.870","1005.300","-99.000","6.000","-99.000","-99.000","-99.000","32.400","","25.700",""
"C0M720","2019-07-23 00:00:00","225.000","103.000","1.100","24.500","0.850","983.300","-99.000","11.500","-99.000","-99.000","-99.000","30.700","","23.400",""
"C0V450","2019-07-23 00:00:00","51.000","199.000","1.200","27.300","0.990","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","25.000",""
"C0R280","2019-07-23 00:00:00","242.000","0.000","0.000","23.700","-99.000","981.700","-99.000","79.500","-99.000","-99.000","-99.000","28.800","","22.400",""
"C0E610","2019-07-23 00:00:00","850.000","0.000","0.000","21.000","0.790","917.100","-99.000","65.500","-99.000","-99.000","-99.000","28.400","","19.200",""
"C0V610","2019-07-23 00:00:00","22.000","83.000","0.500","27.500","-99.000","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","25.900",""
"C0Z310","2019-07-23 00:00:00","59.000","335.000","0.400","25.500","0.990","1002.800","-99.000","0.500","-99.000","-99.000","-99.000","30.300","","25.200",""
"C0S700","2019-07-23 00:00:00","507.000","218.000","1.100","22.500","0.880","954.700","-99.000","63.500","-99.000","-99.000","-99.000","29.800","","20.500",""
"C0T9G0","2019-07-23 00:00:00","605.000","1.000","0.700","23.600","0.900","944.600","-99.000","13.500","-99.000","-99.000","-99.000","30.400","","21.200",""
"C0U520","2019-07-23 00:00:00","517.000","235.000","1.100","21.900","0.990","954.400","-99.000","9.500","-99.000","-99.000","-99.000","32.400","","21.900",""
"C0E750","2019-07-23 00:00:00","62.000","171.000","0.800","25.100","0.880","1000.600","-99.000","13.000","-99.000","-99.000","-99.000","33.000","","25.100",""
"C0R400","2019-07-23 00:00:00","15.000","0.000","0.200","25.700","-99.000","1007.100","-99.000","14.000","-99.000","-99.000","-99.000","32.000","","23.800",""
"C0G660","2019-07-23 00:00:00","27.000","143.000","0.500","25.900","0.910","1007.000","-99.000","0.500","-99.000","-99.000","-99.000","33.100","","25.500",""
"C0W140","2019-07-23 00:00:00","21.000","223.000","0.400","25.600","0.930","1006.500","-99.000","4.500","-99.000","-99.000","-99.000","27.700","","24.900",""
"C0U720","2019-07-23 00:00:00","1260.000","227.000","0.400","19.600","0.990","885.600","-99.000","1.000","-99.000","-99.000","-99.000","25.100","","19.600",""
"C0X150","2019-07-23 00:00:00","18.000","143.000","1.400","27.100","0.960","1007.900","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","26.300",""
"C0Z050","2019-07-23 00:00:00","830.000","0.000","0.100","22.000","0.840","920.800","-99.000","0.500","-99.000","-99.000","-99.000","27.500","","20.900",""
"C0I490","2019-07-23 00:00:00","1601.000","65.000","1.700","16.200","0.990","841.000","-99.000","20.000","-99.000","-99.000","-99.000","23.600","","16.100",""
"C0I090","2019-07-23 00:00:00","910.000","246.000","1.100","21.600","0.890","910.600","-99.000","15.000","-99.000","-99.000","-99.000","26.500","","20.500",""
"C0I460","2019-07-23 00:00:00","110.000","193.000","1.600","25.600","0.870","996.700","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","25.500",""
"C0W160","2019-07-23 00:00:00","49.000","235.000","5.300","25.400","0.950","999.700","-99.000","7.000","-99.000","-99.000","-99.000","27.600","","24.400",""
"C0E420","2019-07-23 00:00:00","19.000","0.000","0.000","24.500","0.900","1004.600","-99.000","13.000","-99.000","-99.000","-99.000","33.600","","24.500",""
"C0R190","2019-07-23 00:00:00","32.000","0.000","0.000","25.500","0.970","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","24.600",""
"C0I010","2019-07-23 00:00:00","1562.000","62.000","0.400","16.900","0.940","847.400","-99.000","3.000","-99.000","-99.000","-99.000","24.300","","16.700",""
"C0F930","2019-07-23 00:00:00","100.000","112.000","0.900","25.200","1.000","997.100","-99.000","29.500","-99.000","-99.000","-99.000","33.000","","24.600",""
"C0X180","2019-07-23 00:00:00","62.000","108.000","0.700","25.700","0.990","1001.200","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","25.000",""
"C0ACA0","2019-07-23 00:00:00","25.000","0.000","0.000","26.000","0.890","1005.000","-99.000","20.000","-99.000","-99.000","-99.000","32.700","","24.900",""
"C0X260","2019-07-23 00:00:00","39.000","179.000","1.100","26.400","0.870","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","25.600",""
"C0K500","2019-07-23 00:00:00","12.000","200.000","1.400","27.100","0.880","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","26.300",""
"CM0010","2019-07-23 00:00:00","68.000","0.000","0.000","24.500","-99.000","1001.700","-99.000","10.000","-99.000","-99.000","-99.000","33.500","","24.400",""
"C0O990","2019-07-23 00:00:00","18.000","127.000","0.400","25.400","0.990","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","24.700",""
"C0E430","2019-07-23 00:00:00","258.000","188.000","1.500","22.200","0.960","983.400","-99.000","72.500","-99.000","-99.000","-99.000","33.900","","22.100",""
"C0D390","2019-07-23 00:00:00","146.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0T9F0","2019-07-23 00:00:00","251.000","0.000","0.100","24.500","0.880","981.000","-99.000","0.500","-99.000","-99.000","-99.000","31.400","","23.500",""
"C0R350","2019-07-23 00:00:00","35.000","66.000","0.800","26.600","-99.000","1004.300","-99.000","7.500","-99.000","-99.000","-99.000","31.000","","24.000",""
"C0K550","2019-07-23 00:00:00","15.000","183.000","1.000","26.700","0.890","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","26.100",""
"C0C670","2019-07-23 00:00:00","250.000","0.000","0.000","24.600","0.850","981.300","-99.000","9.500","-99.000","-99.000","-99.000","32.400","","23.200",""
"C0A980","2019-07-23 00:00:00","11.000","0.000","0.000","25.200","0.980","1008.100","-99.000","23.500","-99.000","-99.000","-99.000","33.300","","25.100",""
"C0SA20","2019-07-23 00:00:00","857.000","163.000","0.500","21.700","0.910","916.400","-99.000","16.000","-99.000","-99.000","-99.000","26.700","","19.200",""
"C0UA60","2019-07-23 00:00:00","566.000","327.000","1.000","22.500","0.980","946.900","-99.000","3.000","-99.000","-99.000","-99.000","30.000","","22.300",""
"C0V720","2019-07-23 00:00:00","15.000","189.000","1.900","29.000","0.810","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","26.700",""
"C0C480","2019-07-23 00:00:00","105.000","124.000","0.400","25.400","0.890","996.900","-99.000","34.500","-99.000","-99.000","-99.000","34.700","","24.300",""
"C0S900","2019-07-23 00:00:00","27.000","128.000","2.000","26.500","0.850","1007.100","-99.000","15.000","-99.000","-99.000","-99.000","29.600","","24.800",""
"C0SA00","2019-07-23 00:00:00","466.000","295.000","1.800","22.400","0.940","957.600","-99.000","16.000","-99.000","-99.000","-99.000","29.200","","21.800",""
"C0V730","2019-07-23 00:00:00","33.000","19.000","0.800","27.600","0.920","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","26.100",""
"C0G730","2019-07-23 00:00:00","27.000","169.000","0.600","25.900","0.950","1006.200","-99.000","18.500","-99.000","-99.000","-99.000","31.900","","23.500",""
"C0Z300","2019-07-23 00:00:00","182.000","235.000","1.200","26.000","0.820","990.300","-99.000","2.500","-99.000","-99.000","-99.000","33.500","","23.800",""
"C0H9A0","2019-07-23 00:00:00","1595.000","241.000","0.500","16.100","0.990","844.700","-99.000","38.000","-99.000","-99.000","-99.000","24.200","","15.300",""
"C0S840","2019-07-23 00:00:00","22.000","260.000","1.500","24.800","0.960","1008.400","-99.000","14.500","-99.000","-99.000","-99.000","30.900","","23.400",""
"C0AI00","2019-07-23 00:00:00","188.000","0.000","0.000","24.900","0.930","987.700","-99.000","11.000","-99.000","-99.000","-99.000","32.500","","24.000",""
"C0AC40","2019-07-23 00:00:00","1079.000","262.000","4.500","19.000","0.990","891.500","-99.000","20.500","-99.000","-99.000","-99.000","25.700","","18.200",""
"C0F9M0","2019-07-23 00:00:00","230.000","88.000","0.400","25.000","0.890","982.800","-99.000","17.000","-99.000","-99.000","-99.000","31.100","","24.400",""
"C0A930","2019-07-23 00:00:00","216.000","296.000","1.000","23.800","1.000","983.300","-99.000","3.000","-99.000","-99.000","-99.000","30.400","","23.000",""
"C0A640","2019-07-23 00:00:00","241.000","0.000","0.000","22.600","0.970","984.400","-99.000","27.000","-99.000","-99.000","-99.000","32.600","","22.500",""
"C0I420","2019-07-23 00:00:00","305.000","0.000","0.000","23.300","0.920","975.200","-99.000","1.500","-99.000","-99.000","-99.000","32.300","","23.000",""
"C0R170","2019-07-23 00:00:00","26.000","63.000","0.700","25.700","1.000","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","24.700",""
"C0M530","2019-07-23 00:00:00","1385.000","84.000","0.700","17.900","0.990","866.700","-99.000","8.000","-99.000","-99.000","-99.000","24.500","","17.600",""
"C0H960","2019-07-23 00:00:00","120.000","207.000","0.800","26.800","0.850","993.700","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","26.000",""
"C0V620","2019-07-23 00:00:00","18.000","84.000","1.500","26.900","0.900","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","25.900",""
"C0X280","2019-07-23 00:00:00","22.000","171.000","1.200","26.900","0.890","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","26.100",""
"C0AH40","2019-07-23 00:00:00","426.000","339.000","1.100","23.700","0.910","961.600","-99.000","4.000","-99.000","-99.000","-99.000","31.700","","23.200",""
"C0T9A0","2019-07-23 00:00:00","498.000","176.000","1.000","23.500","0.920","954.300","-99.000","0.500","-99.000","-99.000","-99.000","29.700","","21.900",""
"C0K390","2019-07-23 00:00:00","31.000","165.000","1.300","-99.000","-99.000","1005.000","-99.000","0.500","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0I540","2019-07-23 00:00:00","3344.000","148.000","4.100","7.600","1.000","684.200","-99.000","-99.000","-99.000","-99.000","-99.000","14.500","","6.300",""
"C0G890","2019-07-23 00:00:00","24.000","102.000","0.700","27.700","0.970","1005.700","-99.000","6.000","-99.000","-99.000","-99.000","32.100","","26.200",""
"C0G720","2019-07-23 00:00:00","50.000","106.000","0.900","26.100","0.860","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","25.700",""
"C0UA40","2019-07-23 00:00:00","1121.000","229.000","0.800","19.600","0.970","888.300","-99.000","3.500","-99.000","-99.000","-99.000","25.700","","19.400",""
"C0V400","2019-07-23 00:00:00","56.000","84.000","2.000","26.500","0.910","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","25.700",""
"C0X130","2019-07-23 00:00:00","27.000","147.000","1.200","26.700","0.920","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","26.100",""
"C0A520","2019-07-23 00:00:00","48.000","0.000","0.000","24.600","0.990","1004.000","-99.000","42.000","-99.000","-99.000","-99.000","33.400","","24.100",""
"C0U870","2019-07-23 00:00:00","474.000","0.000","0.000","23.600","0.840","957.300","-99.000","16.500","-99.000","-99.000","-99.000","28.800","","22.400",""
"C0S690","2019-07-23 00:00:00","522.000","0.000","0.100","23.400","0.860","951.700","-99.000","3.000","-99.000","-99.000","-99.000","30.400","","21.200",""
"C0R150","2019-07-23 00:00:00","105.000","107.000","1.500","24.900","0.990","996.000","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","24.900",""
"C0K560","2019-07-23 00:00:00","117.000","75.000","0.300","24.600","0.940","996.000","-99.000","3.500","-99.000","-99.000","-99.000","32.200","","23.900",""
"C0X100","2019-07-23 00:00:00","10.000","116.000","1.900","28.000","0.880","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","27.700",""
"C0K460","2019-07-23 00:00:00","60.000","203.000","0.600","26.500","0.850","1000.900","-99.000","18.500","-99.000","-99.000","-99.000","31.000","","23.800",""
"C0M740","2019-07-23 00:00:00","15.000","158.000","1.700","27.200","0.860","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","26.200",""
"C0SA10","2019-07-23 00:00:00","411.000","222.000","1.000","24.200","0.850","964.200","-99.000","5.000","-99.000","-99.000","-99.000","28.100","","22.000",""
"C0C660","2019-07-23 00:00:00","176.000","131.000","0.800","25.300","0.830","989.300","-99.000","12.000","-99.000","-99.000","-99.000","33.100","","24.100",""
"C0R620","2019-07-23 00:00:00","34.000","40.000","0.800","26.400","0.930","1005.600","-99.000","2.000","-99.000","-99.000","-99.000","29.100","","24.400",""
"C0F0B0","2019-07-23 00:00:00","311.000","57.000","1.400","23.000","0.980","974.100","-99.000","5.000","-99.000","-99.000","-99.000","30.500","","23.000",""
"C0O970","2019-07-23 00:00:00","71.000","99.000","2.100","24.800","1.000","1001.100","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","23.800",""
"C0F9P0","2019-07-23 00:00:00","26.000","186.000","0.900","27.400","0.840","1005.900","-99.000","10.000","-99.000","-99.000","-99.000","33.000","","25.100",""
"C0R560","2019-07-23 00:00:00","22.000","37.000","1.300","27.200","0.850","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","25.500",""
"C0X220","2019-07-23 00:00:00","26.000","302.000","2.700","26.400","0.880","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","25.900",""
"C0M680","2019-07-23 00:00:00","37.000","165.000","1.200","27.000","0.860","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","26.000",""
"C0S710","2019-07-23 00:00:00","382.000","0.000","0.100","22.700","0.930","968.100","-99.000","49.000","-99.000","-99.000","-99.000","29.800","","21.000",""
"C0F9T0","2019-07-23 00:00:00","111.000","174.000","1.200","27.700","0.720","996.200","-99.000","14.000","-99.000","-99.000","-99.000","33.500","","26.100",""
"C0F9N0","2019-07-23 00:00:00","75.000","92.000","0.900","26.900","0.760","1000.400","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","26.700",""
"C0G740","2019-07-23 00:00:00","24.000","119.000","0.300","26.300","0.910","1006.000","-99.000","6.000","-99.000","-99.000","-99.000","31.300","","24.800",""
"C0UA70","2019-07-23 00:00:00","547.000","145.000","0.900","23.000","0.990","949.200","-99.000","5.500","-99.000","-99.000","-99.000","28.700","","21.700",""
"C0AC60","2019-07-23 00:00:00","55.000","166.000","1.800","24.700","0.960","1002.800","-99.000","14.500","-99.000","-99.000","-99.000","33.700","","24.500",""
"C0R510","2019-07-23 00:00:00","31.000","55.000","1.700","26.800","0.880","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","26.000",""
"C0X060","2019-07-23 00:00:00","19.000","137.000","1.300","-99.000","0.910","1008.000","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0E550","2019-07-23 00:00:00","84.000","0.000","0.100","23.500","1.000","999.800","-99.000","33.500","-99.000","-99.000","-99.000","32.800","","23.400",""
"C0AI20","2019-07-23 00:00:00","25.000","170.000","2.200","25.100","0.900","1005.600","-99.000","5.500","-99.000","-99.000","-99.000","30.800","","25.000",""
"C0E740","2019-07-23 00:00:00","27.000","234.000","0.500","23.900","1.000","1004.800","-99.000","28.000","-99.000","-99.000","-99.000","33.500","","23.900",""
"C0R650","2019-07-23 00:00:00","29.000","36.000","0.900","26.200","0.990","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","25.500",""
"C0S750","2019-07-23 00:00:00","2280.000","280.000","0.700","13.600","0.940","774.300","-99.000","0.500","-99.000","-99.000","-99.000","21.000","","12.700",""
"C0I370","2019-07-23 00:00:00","671.000","0.000","0.000","21.100","0.970","936.200","-99.000","12.500","-99.000","-99.000","-99.000","29.600","","21.000",""
"C0K400","2019-07-23 00:00:00","65.000","182.000","0.700","26.800","0.960","1001.800","-99.000","0.500","-99.000","-99.000","-99.000","31.500","","25.400",""
"C0A650","2019-07-23 00:00:00","287.000","0.000","0.000","21.900","0.990","977.200","-99.000","6.000","-99.000","-99.000","-99.000","31.600","","21.900",""
"C0U750","2019-07-23 00:00:00","398.000","189.000","3.500","23.600","1.000","964.600","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","21.400",""
"C0M730","2019-07-23 00:00:00","40.000","0.000","0.000","25.400","0.990","1003.400","-99.000","5.000","-99.000","-99.000","-99.000","32.500","","24.900",""
"C0Z061","2019-07-23 00:00:00","174.000","113.000","0.900","25.000","0.900","992.700","-99.000","0.500","-99.000","-99.000","-99.000","35.000","","24.700",""
"C0M670","2019-07-23 00:00:00","43.000","168.000","0.900","25.600","0.930","1003.200","-99.000","13.000","-99.000","-99.000","-99.000","32.000","","24.600",""
"C0I530","2019-07-23 00:00:00","3014.000","226.000","4.400","8.700","0.980","702.600","-99.000","1.000","-99.000","-99.000","-99.000","14.400","","7.800",""
"C0A880","2019-07-23 00:00:00","6.000","242.000","0.600","24.900","0.900","1006.300","-99.000","4.000","-99.000","-99.000","-99.000","31.700","","23.900",""
"C0S950","2019-07-23 00:00:00","415.000","233.000","2.000","23.800","0.900","963.000","-99.000","11.000","-99.000","-99.000","-99.000","30.700","","22.100",""
"C0X190","2019-07-23 00:00:00","10.000","139.000","1.800","27.700","0.980","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","26.700",""
"C0A560","2019-07-23 00:00:00","405.000","0.000","0.100","22.300","0.990","963.600","-99.000","33.000","-99.000","-99.000","-99.000","32.200","","22.300",""
"CM0140","2019-07-23 00:00:00","26.000","246.000","1.000","27.700","0.750","1007.000","-99.000","15.000","-99.000","-99.000","-99.000","31.200","","23.400",""
"C0AC80","2019-07-23 00:00:00","40.000","0.000","0.100","24.300","0.970","1004.300","-99.000","50.000","-99.000","-99.000","-99.000","33.200","","24.300",""
"C0Z070","2019-07-23 00:00:00","247.000","0.000","0.000","24.600","0.950","981.500","-99.000","6.500","-99.000","-99.000","-99.000","32.800","","22.900",""
"C0Z280","2019-07-23 00:00:00","224.000","168.000","1.400","24.400","0.930","984.900","-99.000","20.500","-99.000","-99.000","-99.000","32.300","","23.000",""
"C0SA40","2019-07-23 00:00:00","200.000","111.000","0.300","24.300","0.930","987.500","-99.000","-99.000","-99.000","-99.000","-99.000","31.600","","23.000",""
"C0V440","2019-07-23 00:00:00","27.000","115.000","1.500","26.800","0.810","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","25.000",""
"C0R490","2019-07-23 00:00:00","49.000","87.000","0.800","26.200","0.910","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","25.600",""
"C0B010","2019-07-23 00:00:00","38.000","138.000","0.700","25.200","0.920","1002.200","-99.000","5.500","-99.000","-99.000","-99.000","33.500","","25.200",""
"C0X230","2019-07-23 00:00:00","29.000","136.000","1.500","26.000","0.890","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","25.700",""
"C0S770","2019-07-23 00:00:00","375.000","282.000","0.300","22.600","0.980","967.800","-99.000","3.500","-99.000","-99.000","-99.000","30.600","","22.300",""
"C0H890","2019-07-23 00:00:00","440.000","0.000","0.000","22.200","0.940","959.800","-99.000","18.500","-99.000","-99.000","-99.000","31.500","","21.900",""
"C0K480","2019-07-23 00:00:00","56.000","0.000","0.000","26.300","0.890","1002.000","-99.000","2.500","-99.000","-99.000","-99.000","31.500","","25.500",""
"C0R540","2019-07-23 00:00:00","17.000","55.000","1.000","26.900","0.860","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","26.700",""
"C0Z160","2019-07-23 00:00:00","124.000","200.000","0.900","25.300","0.890","996.100","-99.000","16.500","-99.000","-99.000","-99.000","33.100","","18.900",""
"C0T9M0","2019-07-23 00:00:00","92.000","304.000","1.100","25.600","0.850","1000.100","-99.000","0.500","-99.000","-99.000","-99.000","32.100","","25.000",""
"C0AH50","2019-07-23 00:00:00","275.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0F850","2019-07-23 00:00:00","379.000","122.000","0.700","22.600","0.930","966.100","-99.000","4.000","-99.000","-99.000","-99.000","31.100","","22.600",""
"C0G800","2019-07-23 00:00:00","15.000","184.000","1.600","26.300","0.990","1006.300","-99.000","27.000","-99.000","-99.000","-99.000","32.400","","24.900",""
"C0U890","2019-07-23 00:00:00","116.000","276.000","2.000","25.700","0.990","996.700","-99.000","20.500","-99.000","-99.000","-99.000","31.300","","24.500",""
"C0F860","2019-07-23 00:00:00","2215.000","189.000","0.700","14.200","1.000","781.100","-99.000","1.000","-99.000","-99.000","-99.000","21.600","","13.600",""
"CM0170","2019-07-23 00:00:00","106.000","74.000","2.500","23.800","0.960","997.500","-99.000","4.500","-99.000","-99.000","-99.000","30.600","","23.300",""
"C0B020","2019-07-23 00:00:00","86.000","185.000","1.600","25.900","0.990","997.500","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","24.800",""
"C0I390","2019-07-23 00:00:00","1184.000","88.000","1.100","19.500","0.950","884.500","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","18.800",""
"C0T9D0","2019-07-23 00:00:00","7.000","0.000","0.000","25.900","0.990","1008.600","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","25.200",""
"C0E520","2019-07-23 00:00:00","320.000","0.000","0.000","22.400","1.000","973.700","-99.000","86.500","-99.000","-99.000","-99.000","33.800","","22.100",""
"C0C460","2019-07-23 00:00:00","482.000","0.000","0.000","21.500","0.950","956.500","-99.000","27.000","-99.000","-99.000","-99.000","29.700","","21.400",""
"C0C630","2019-07-23 00:00:00","209.000","0.000","0.200","23.800","0.890","985.500","-99.000","23.000","-99.000","-99.000","-99.000","32.700","","23.000",""
"C0D550","2019-07-23 00:00:00","1956.000","0.000","0.000","14.400","0.960","810.500","-99.000","10.500","-99.000","-99.000","-99.000","19.400","","14.400",""
"C0T9E0","2019-07-23 00:00:00","415.000","0.000","0.000","23.600","0.850","964.200","-99.000","3.000","-99.000","-99.000","-99.000","29.800","","23.200",""
"C0U960","2019-07-23 00:00:00","1885.000","0.000","0.000","14.400","0.960","813.000","-99.000","7.500","-99.000","-99.000","-99.000","22.600","","14.100",""
"C0R240","2019-07-23 00:00:00","87.000","0.000","0.100","24.300","0.990","998.600","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","24.200",""
"C0AD30","2019-07-23 00:00:00","20.000","42.000","1.000","26.500","0.840","1004.800","-99.000","29.500","-99.000","-99.000","-99.000","33.100","","25.700",""
"C0D430","2019-07-23 00:00:00","87.000","0.000","0.000","23.200","1.000","997.800","-99.000","44.500","-99.000","-99.000","-99.000","34.900","","23.200",""
"C0X210","2019-07-23 00:00:00","38.000","156.000","1.300","25.800","0.920","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","25.200",""
"C0AH10","2019-07-23 00:00:00","30.000","163.000","2.400","26.600","0.860","1004.200","-99.000","89.000","-99.000","-99.000","-99.000","34.400","","25.300",""
"C0O960","2019-07-23 00:00:00","112.000","115.000","1.500","25.400","0.910","996.000","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","24.500",""
"C0R360","2019-07-23 00:00:00","20.000","0.000","0.000","25.700","-99.000","1007.400","-99.000","2.500","-99.000","-99.000","-99.000","31.300","","24.300",""
"C0H950","2019-07-23 00:00:00","192.000","0.000","0.200","23.500","0.990","987.900","-99.000","1.000","-99.000","-99.000","-99.000","32.200","","23.400",""
"C0A540","2019-07-23 00:00:00","401.000","0.000","0.000","21.900","0.990","961.000","-99.000","28.500","-99.000","-99.000","-99.000","30.300","","21.900",""
"C0C690","2019-07-23 00:00:00","242.000","176.000","0.400","23.700","0.900","980.800","-99.000","30.000","-99.000","-99.000","-99.000","32.400","","22.900",""
"C0V370","2019-07-23 00:00:00","74.000","54.000","0.900","25.300","0.990","1000.900","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","24.200",""
"C0I110","2019-07-23 00:00:00","161.000","61.000","1.300","24.300","0.990","990.800","-99.000","13.500","-99.000","-99.000","-99.000","31.600","","24.000",""
"C0M750","2019-07-23 00:00:00","10.000","158.000","2.000","27.400","0.860","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","27.100",""
"C0T820","2019-07-23 00:00:00","550.000","0.000","0.000","22.900","0.910","952.500","-99.000","0.500","-99.000","-99.000","-99.000","33.100","","21.800",""
"C0U970","2019-07-23 00:00:00","7.000","286.000","1.700","26.600","0.790","1008.700","-99.000","1.000","-99.000","-99.000","-99.000","31.600","","25.500",""
"C0X300","2019-07-23 00:00:00","70.000","45.000","0.300","24.500","0.970","1000.500","-99.000","7.000","-99.000","-99.000","-99.000","31.600","","24.100",""
"C0R480","2019-07-23 00:00:00","57.000","57.000","0.700","25.800","0.890","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","25.300",""
"C0A9E0","2019-07-23 00:00:00","26.000","8.000","0.900","26.000","0.830","1006.300","-99.000","36.500","-99.000","-99.000","-99.000","33.000","","25.000",""
"C0R590","2019-07-23 00:00:00","72.000","48.000","2.000","25.500","0.990","1000.600","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","25.200",""
"C0G820","2019-07-23 00:00:00","29.000","0.000","0.100","25.200","1.000","1004.400","-99.000","3.000","-99.000","-99.000","-99.000","33.000","","25.000",""
"C0U600","2019-07-23 00:00:00","10.000","319.000","0.600","25.800","0.840","1007.500","-99.000","26.500","-99.000","-99.000","-99.000","31.200","","24.300",""
"C0U910","2019-07-23 00:00:00","17.000","243.000","0.900","26.900","0.790","1006.800","-99.000","2.000","-99.000","-99.000","-99.000","33.100","","25.500",""
"C0V630","2019-07-23 00:00:00","19.000","125.000","0.600","27.700","0.850","1008.400","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","26.200",""
